1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
1.49009e+09 45 0.126956 0.180543 -0.0809953 -1.83492 0.112431 0.0628454 1.31379 -0.000000	-0.000000	 0.000000	 0.000000	 0.000000	-0.000000  0.000000	-0.000000	 0.000000	 0.000000	 0.000000	 0.000000
